,age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income
25595,50,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K
2924,40,Local-gov,Some-college,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,<=50K
30981,40,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,44,United-States,<=50K
32286,42,Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,Own-child,White,Male,35,United-States,<=50K
30099,81,?,Prof-school,Married-civ-spouse,?,Husband,White,Male,24,United-States,>50K
15907,44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
12324,32,Private,HS-grad,Divorced,Craft-repair,Own-child,White,Male,40,United-States,<=50K
20813,27,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,99,United-States,<=50K
27845,61,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,Japan,<=50K
30483,40,Private,12th,Married-civ-spouse,Other-service,Husband,White,Male,40,?,<=50K
18074,22,Federal-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,10,United-States,<=50K
12022,59,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,<=50K
12830,37,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
19582,32,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K
18612,23,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,<=50K
98,39,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,99,United-States,>50K
2369,46,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,55,United-States,>50K
19363,21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
15046,21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
29853,43,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yugoslavia,<=50K
27481,26,Private,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
31381,21,Private,Some-college,Never-married,Sales,Other-relative,Black,Female,20,United-States,<=50K
463,53,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,>50K
27884,26,?,HS-grad,Never-married,?,Own-child,White,Female,40,United-States,<=50K
2692,41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
21718,21,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,10,United-States,<=50K
1809,44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
8127,50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
387,43,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
1127,45,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
26294,32,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K
7950,47,Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,<=50K
449,60,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
8755,49,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K
20021,46,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
4056,27,State-gov,HS-grad,Never-married,Protective-serv,Own-child,White,Male,40,United-States,<=50K
17019,58,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
8009,20,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
21475,35,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,42,United-States,>50K
27477,21,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,12,United-States,<=50K
650,48,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,China,>50K
30225,18,Private,11th,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
10077,21,?,Some-college,Never-married,?,Own-child,White,Male,20,United-States,<=50K
31511,51,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,52,United-States,<=50K
24145,28,Private,Bachelors,Divorced,Other-service,Unmarried,White,Female,48,England,>50K
27077,50,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,40,United-States,>50K
9656,27,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,48,?,<=50K
10549,45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
17439,57,Private,5th-6th,Separated,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
3182,36,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
8728,30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,Iran,<=50K
24169,32,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,35,United-States,<=50K
16989,33,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
7569,50,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,>50K
5328,73,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,37,United-States,<=50K
20868,25,Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,El-Salvador,<=50K
807,55,State-gov,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,>50K
19730,38,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
17615,40,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
28150,62,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,38,United-States,<=50K
10394,37,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,>50K
25967,55,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Male,40,United-States,>50K
23746,49,Private,10th,Divorced,Other-service,Not-in-family,White,Male,48,United-States,<=50K
18138,25,Private,Some-college,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,40,China,<=50K
14419,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
29101,44,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,32,United-States,<=50K
26590,39,Private,Masters,Never-married,Other-service,Not-in-family,White,Female,32,United-States,<=50K
25126,39,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K
26652,36,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States,>50K
15131,42,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
30644,24,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K
11919,66,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Canada,<=50K
27928,30,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
2054,43,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K
27917,32,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,99,United-States,<=50K
31687,46,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K
29858,28,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,60,United-States,<=50K
22944,47,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
17200,33,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,32,United-States,<=50K
23153,20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,19,United-States,<=50K
18854,44,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
22054,22,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
30827,29,Self-emp-not-inc,Assoc-acdm,Widowed,Sales,Unmarried,White,Female,40,United-States,>50K
26941,39,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K
2566,57,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
26738,23,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,55,Mexico,<=50K
21664,32,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
15008,41,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,<=50K
21998,46,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
9351,33,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,42,United-States,>50K
28217,28,?,HS-grad,Separated,?,Unmarried,White,Female,40,United-States,<=50K
10693,28,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K
21496,53,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,40,Canada,<=50K
22345,39,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
19137,54,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K
9707,43,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
22028,24,Private,11th,Never-married,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K
32483,49,?,12th,Divorced,?,Other-relative,Black,Male,40,United-States,<=50K
5904,18,Local-gov,11th,Never-married,Adm-clerical,Other-relative,White,Female,25,United-States,<=50K
16361,27,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K
4818,32,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Mexico,<=50K
5022,38,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,44,United-States,<=50K
12023,22,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,30,United-States,<=50K
25231,58,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
1235,17,Private,11th,Never-married,Sales,Own-child,White,Female,12,United-States,<=50K
28292,61,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K
18437,39,Private,Some-college,Divorced,Sales,Other-relative,White,Female,35,United-States,<=50K
459,36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,>50K
16716,28,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
7988,47,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
8015,27,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K
18274,17,Private,12th,Never-married,Other-service,Own-child,White,Female,6,United-States,<=50K
20179,18,Self-emp-not-inc,10th,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K
5921,49,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
8116,43,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K
5511,33,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Male,35,United-States,<=50K
775,34,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,48,United-States,>50K
26176,39,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
427,54,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
26362,54,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
11204,20,Private,Some-college,Never-married,Sales,Other-relative,Other,Female,40,United-States,<=50K
14493,40,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
23405,23,Private,HS-grad,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Male,40,Vietnam,<=50K
6815,62,Self-emp-not-inc,Some-college,Divorced,Sales,Not-in-family,White,Male,40,United-States,<=50K
3723,46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K
11311,19,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K
24479,49,?,9th,Divorced,?,Not-in-family,White,Male,40,United-States,<=50K
15664,32,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
20490,25,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,42,United-States,<=50K
6214,42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,24,United-States,<=50K
24426,59,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,>50K
1724,37,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,25,United-States,>50K
21237,20,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,30,Philippines,<=50K
2020,42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
31664,39,Private,10th,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K
14533,50,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,Canada,>50K
13229,37,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,United-States,>50K
1761,83,Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,>50K
14995,21,?,HS-grad,Never-married,?,Other-relative,White,Male,40,United-States,<=50K
1909,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
5319,52,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,43,United-States,<=50K
29188,33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K
1944,46,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
31001,19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,8,United-States,<=50K
11893,69,?,HS-grad,Widowed,?,Not-in-family,White,Female,9,United-States,<=50K
21626,29,Private,12th,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K
23900,59,Private,Assoc-acdm,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
25077,46,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
31062,32,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
12606,21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
16764,40,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,40,United-States,>50K
5190,41,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,<=50K
18600,52,Private,Some-college,Divorced,Sales,Unmarried,White,Female,50,United-States,<=50K
15145,35,?,Some-college,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,36,United-States,<=50K
24939,47,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
10391,53,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,40,Dominican-Republic,<=50K
26862,19,Private,11th,Never-married,Sales,Own-child,White,Male,30,United-States,<=50K
16292,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
17505,37,Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Female,37,United-States,>50K
13781,36,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,55,United-States,<=50K
10415,46,Private,Assoc-voc,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States,<=50K
24117,29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
28066,38,Federal-gov,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
24194,47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
15279,47,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
8147,61,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K
18395,63,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
20356,17,Private,11th,Never-married,Other-service,Own-child,White,Male,25,United-States,<=50K
6896,28,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
5711,31,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
18228,27,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K
21535,19,Private,12th,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
11082,44,?,HS-grad,Married-civ-spouse,?,Husband,Black,Male,40,United-States,<=50K
21970,61,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K
9366,24,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,44,United-States,<=50K
28163,26,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,Mexico,<=50K
29339,18,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,<=50K
19588,41,?,Some-college,Widowed,?,Not-in-family,White,Female,20,United-States,<=50K
30646,36,State-gov,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,<=50K
436,28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,>50K
14765,25,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,20,United-States,<=50K
26252,56,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,?,<=50K
29862,22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K
7133,41,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
8264,18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,40,?,<=50K
8523,51,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
7638,63,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,21,United-States,<=50K
13452,27,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K
29200,32,Private,11th,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,India,<=50K
24161,32,Private,11th,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K
27843,55,Federal-gov,Bachelors,Separated,Other-service,Unmarried,White,Female,72,?,<=50K
10592,25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
18120,59,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
10481,52,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,36,United-States,<=50K
6983,40,Private,Bachelors,Married-spouse-absent,Other-service,Not-in-family,White,Female,40,?,<=50K
260,31,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,57,United-States,<=50K
3841,40,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
21595,26,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Female,20,United-States,<=50K
7657,30,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,England,<=50K
8709,49,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K
7901,24,Private,Some-college,Separated,Sales,Unmarried,White,Female,45,United-States,<=50K
19640,49,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,32,United-States,<=50K
5297,50,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,England,<=50K
31561,31,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,25,United-States,<=50K
21329,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
11476,54,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,38,Puerto-Rico,<=50K
394,43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
17579,18,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K
20244,36,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,30,United-States,<=50K
30382,35,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
21504,43,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
21584,61,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
32021,24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,24,Mexico,<=50K
9224,56,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K
3882,60,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,Black,Male,55,United-States,<=50K
31044,21,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
14990,69,Self-emp-inc,Bachelors,Separated,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
30397,22,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
26802,38,Self-emp-not-inc,Some-college,Separated,Sales,Not-in-family,Asian-Pac-Islander,Male,60,Japan,<=50K
4320,76,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
22340,35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
21632,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,25,United-States,<=50K
26415,58,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
24172,31,Private,5th-6th,Never-married,Other-service,Own-child,White,Male,40,Mexico,<=50K
20829,51,Private,5th-6th,Married-civ-spouse,Craft-repair,Other-relative,White,Female,40,United-States,<=50K
27558,20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,<=50K
28762,32,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K
30786,20,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Female,35,United-States,<=50K
14199,42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,27,Taiwan,>50K
10878,17,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
22460,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,Mexico,>50K
18538,18,Private,11th,Never-married,Sales,Not-in-family,White,Female,15,United-States,<=50K
14033,20,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
26541,38,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
22808,54,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
4029,58,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
17996,45,State-gov,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,48,United-States,<=50K
25073,24,?,HS-grad,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,45,?,<=50K
14484,62,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
223,29,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
28303,44,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K
26986,36,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
23036,25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K
28988,61,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
21307,36,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K
25706,19,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,35,United-States,<=50K
3272,25,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,42,United-States,<=50K
4573,20,?,HS-grad,Never-married,?,Other-relative,White,Female,35,United-States,<=50K
13065,35,?,10th,Divorced,?,Not-in-family,White,Male,99,United-States,<=50K
11868,36,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
28978,47,Federal-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,<=50K
26178,17,Private,12th,Never-married,Sales,Own-child,White,Female,6,United-States,<=50K
11603,24,Private,Some-college,Married-civ-spouse,Priv-house-serv,Wife,White,Female,40,?,<=50K
64,41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
18377,33,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Male,30,United-States,<=50K
4379,28,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
19987,42,Private,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
7384,21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,32,United-States,<=50K
4390,40,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,>50K
3833,39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
5210,34,?,HS-grad,Divorced,?,Not-in-family,White,Female,40,United-States,<=50K
27252,27,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
15666,46,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K
12834,30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
25933,39,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,45,United-States,>50K
9342,64,Local-gov,9th,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States,<=50K
28816,31,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
31694,66,?,11th,Widowed,?,Not-in-family,Black,Female,40,United-States,<=50K
23184,38,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,<=50K
2151,36,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,Black,Male,40,England,>50K
24841,42,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
23015,19,Private,Some-college,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K
10190,17,Private,11th,Never-married,Other-service,Own-child,White,Male,12,United-States,<=50K
21441,58,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
19272,21,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
13883,47,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K
28031,23,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K
20636,27,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,50,United-States,<=50K
11753,42,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
